"kbaName"	"taxonID"	"scientificName"	"nKBA"	"n"	"ratio"	"vernacularName"	"species_short"	"establishmentMeansNat"	"threatStatusNat"	"threatStatusGlobal"	"isTrigger"
"Aldabra"	"9c7d395e-1510-4ff7-8967-cca7ea0c8566"	"Wollastonia biflora (L.) DC."	2	6	33.3	""	"Wollastonia biflora "	"native"	""	""	" B4"
"Aldabra"	"9f904c38-fb18-4a7d-a04c-9db8461aa22b"	"Scaevola taccada (Gaertn.) Roxb."	2	65	3.1	"Bois manioc, Veloutier manioc, Vouloutye"	"Scaevola taccada "	"native"	""	""	""
"Aldabra"	"a28f3fc7-796b-46ea-8f1c-5f8328ccb239"	"Volkameria glabra (E.Mey.) Mabb. & Y.W.Yuan"	2	5	40	""	"Volkameria glabra "	"native"	""	"LC"	" B4"
"Aldabra"	"a2d28238-37f0-47a3-b53e-8dfe4f6291d8"	"Cyperus niveus Retz. var. leucocephalus (Kunth) Fosberg"	1	1	100	""	"Cyperus niveus var. leucocephalus"	"native"	""	""	" B4"
"Aldabra"	"a4bb4ca9-a0df-4993-818d-2cabcecdd36f"	"Phoenix dactylifera L."	1	5	20						" B4"
"Aldabra"	"a4da5a32-3e5e-4ebf-9a26-0905fa45d67d"	"Lagenaria siceraria (Molina) Standl."	1	2	50						" B4"
"Aldabra"	"a540f26f-f96f-4e1e-8149-2063f31596b9"	"Viguieranthus alternans (Benth.) Villiers"	2	2	100	""	"Viguieranthus alternans "	"native"	""	""	" B4"
"Aldabra"	"a5718b50-bbce-430a-9d25-398c7f1fd959"	"Ruppia maritima L."	1	1	100	""	"Ruppia maritima "	"native"	""	""	" B4"
"Aldabra"	"a5db76b9-78be-4cfa-a278-f93f82d5d5f9"	"Halodule wrightii Asch."	1	2	50	""	"Halodule wrightii "	"native"	""	""	" B4"
"Aldabra"	"a95a8f5e-b4e0-4954-a342-c4081d31a073"	"Calophyllum inophyllum L."	3	448	0.7	"Alexandrian laurel, Takamaka"	"Calophyllum inophyllum "	"native"	"LC"	"LC"	""
"Aldabra"	"aab0bc6e-defd-4417-8e16-24a0542b20b5"	"Asystasia gangetica (L.) T.Anderson subsp. micrantha (Nees) Ensermu"	2	77	2.6	"Coromandel grass, Herbe mange tout, Lerb manztou, Mange tout, Manztou"	"Asystasia gangetica subsp. micrantha"	"native"	""	""	""
"Aldabra"	"abbb2c7b-e958-4935-8363-ff03d6368a05"	"Euphorbia tithymaloides L."	1	26	3.8						""
"Aldabra"	"ade8d294-149b-4628-9bb2-733cc646ea66"	"Capparis cartilaginea Decne."	2	4	50	"Bois zanguette, Bwa zanget, Bwazanget"	"Capparis cartilaginea "	"native"	""	"LC"	" B4"
"Aldabra"	"aded5168-db45-41c1-986b-6f979f390e5e"	"Cyperus dubius Rottb."	1	32	3.1	"Lerb zonnyon"	"Cyperus dubius "	"native"	""	""	""
"Aldabra"	"aeb2cfc5-8bde-4cf6-94b5-a7051bce46f7"	"Momordica charantia L."	1	12	8.3						""
"Aldabra"	"af69c6b7-b927-498d-bb8f-d455d3d81e1f"	"Najas graminea Delile"	1	1	100	""	"Najas graminea "	"native"	""	""	" B4"
"Aldabra"	"afcdfb7f-484f-45b1-8feb-7ee87b71ed8c"	"Paracephaelis trichantha (Baker) De Block"	4	7	57.1	""	"Paracephaelis trichantha "	"native"	""	"VU"	"A2b B4"
"Aldabra"	"afe8cfe5-17b2-4275-8fb6-5a5ab54cdab3"	"Talipariti tiliaceum (L.) Fryxell"	1	37	2.7	"Mahoe, Sea hibiscus, Var, Varre"	"Talipariti tiliaceum "	"native"	"LC"	""	""
"Aldabra"	"b1c730a4-1b8c-40bb-a1cb-e62af1cb8645"	"Abutilon pannosum (G.Forst.) Schltdl."	1	3	33.3						" B4"
"Aldabra"	"b36a3506-0963-4878-b97c-8c2d9c9db28d"	"Launaea sarmentosa (Willd.) Sch.Bip. ex Kuntze"	2	4	50	""	"Launaea sarmentosa "	"native"	""	""	" B4"
"Aldabra"	"b6f32057-9176-4bef-ac0e-96ae3e26de0a"	"Trichosanthes cucumerina L."	1	7	14.3						""
"Aldabra"	"b7a95f15-fd4c-4317-80c2-4fae891b3409"	"Phyllanthus decipiens (Baill.) Müll.Arg."	1	2	50	"Bois castique, Kastik"	"Phyllanthus decipiens "	"native"	""	""	" B4"
"Aldabra"	"b873deb4-beb3-4fc4-865d-5f0f7016f1aa"	"Salicornia pachystachya Bunge ex Ung.-Sternb."	1	1	100	""	"Salicornia pachystachya "	"native"	"CR"	""	" A2an B4"
"Aldabra"	"ba050642-3e92-46e9-8cf9-1fdfe1f9504c"	"Sporobolus testudinum Renvoize"	1	1	100	""	"Sporobolus testudinum "	"nativeEndemic"	""	""	" B4"
"Aldabra"	"bbd2db11-f1dd-4a3d-83ea-c77168d9826b"	"Psychotria pervillei Baker"	1	218	0.5	"Bois couleuvre, Bwa koulev, Bwakoulev"	"Psychotria pervillei "	"nativeEndemic"	"VU"	"VU"	""
"Aldabra"	"bc7e75f5-d335-4b04-9671-1d47ae492dc8"	"Triainolepis africana Hook.f. subsp. hildebrandtii (Vatke) Verdc."	2	4	50	"Coeur de bœuf"	"Triainolepis africana subsp. hildebrandtii"	"native"	""	""	" B4"
"Aldabra"	"bc935ed4-e602-49bd-94bd-336d4a7b1987"	"Eragrostis decumbens Renvoize"	1	4	25	""	"Eragrostis decumbens "	"nativeEndemic"	""	""	" B4"
"Aldabra"	"bd55ac32-053e-402a-a749-3b334cc3c4dc"	"Synedrella nodiflora (L.) Gaertn."	1	12	8.3						""
"Aldabra"	"bda8364a-0fac-4c6a-94bf-b25ec1461d81"	"Phyllanthus mckenziei Fosberg"	1	3	33.3	"Canellie rouge"	"Phyllanthus mckenziei "	"nativeEndemic"	""	""	" B4"
"Aldabra"	"bdf202f7-3044-4e3d-bbae-8a682fb54ab7"	"Thalassodendron ciliatum (Forssk.) Hartog"	1	11	9.1	""	"Thalassodendron ciliatum "	"native"	"LC"	"LC"	""
"Aldabra"	"bf51c503-bf74-4e61-8ed5-0b4af13bbb99"	"Tridax procumbens L."	2	20	10						""
"Aldabra"	"c11e0f39-826e-44cc-a359-c825a3dd0acf"	"Kyllinga bigibbosa (Fosberg) Lye"	1	1	100	""	"Kyllinga bigibbosa "	"nativeEndemic"	""	""	" B4"
"Aldabra"	"c123bf29-6312-46bd-977c-b2f79a8ea1a6"	"Leonotis nepetifolia (L.) R.Br."	1	9	11.1						""
"Aldabra"	"c3e27baa-d932-4732-b332-27866afc4efe"	"Carissa spinarum L."	1	33	3	"Bois l'encens, Bois sandal, Bwa sandal, Bwasandal, Sandal"	"Carissa spinarum "	"native"	"EN"	"LC"	""
"Aldabra"	"c4390522-3f47-4656-8672-dc5274c75124"	"Daknopholis boivinii (A.Camus) Clayton"	1	3	33.3	""	"Daknopholis boivinii "	"native"	""	""	" B4"
"Aldabra"	"c8babd3b-5436-4eba-8de1-d23e81b95002"	"Bruguiera gymnorhiza (L.) Lam."	1	37	2.7	"Grand manglier, Manglier latte, Mangliye gro poumon, Mangliye lat, Mangrove"	"Bruguiera gymnorhiza "	"native"	"LC"	"LC"	""
"Aldabra"	"c9915592-7f5f-422d-b5dc-c2f283e550dc"	"Acalypha claoxyloides Hutch."	3	6	50	"Akalifa de zil, Bois malgache"	"Acalypha claoxyloides "	"nativeEndemic"	""	""	" B4"
"Aldabra"	"c9fc1d1c-55ab-4ab9-9ab6-666d9a5af20b"	"Indigofera aff. diversifolia DC. sensu Friedmann"	1	2	50	""	"Indigofera aff. diversifolia "	"nativeEndemic"	"CR"	""	" A2an B4"
"Aldabra"	"ca76a462-e523-4bd6-b50a-bdf87fe4aef7"	"Boerhavia repens L."	1	18	5.6	"Patate cauvin"	"Boerhavia repens "	"native"	""	""	""
"Aldabra"	"cb0c5f08-8b4a-4205-88ed-5dcbbf888064"	"Poupartia gummifera Sprague"	4	4	100	"Bois golan"	"Poupartia gummifera "	"native"	""	""	" B4"
"Aldabra"	"cdd79a11-c55f-4ef7-bfcf-a7d23f1fa950"	"Crotalaria laburnoides Klotzsch"	1	2	50	""	"Crotalaria laburnoides "	"native"	""	"LC"	" B4"
"Aldabra"	"ceb6e1bb-78ca-41bb-b18c-c2f7b0c586e5"	"Cymodocea rotundata Asch. & Schweinf."	1	1	100	""	"Cymodocea rotundata "	"native"	"LC"	"LC"	" B4"
"Aldabra"	"d0566a32-8427-47aa-a953-90fc7a78c1f9"	"Striga asiatica (L.) Kuntze"	1	36	2.8						""
"Aldabra"	"d06352cd-304b-4bce-8a1c-277f5bdc3114"	"Jasminum elegans Knobl."	2	2	100	"Jasmin"	"Jasminum elegans "	"native"	""	""	" B4"
"Aldabra"	"d15931e0-a001-4f92-9d6d-e5f17b290515"	"Evolvulus alsinoides (L.) L."	1	5	20	""	"Evolvulus alsinoides "	"native"	""	""	" B4"
"Aldabra"	"d65b5dc8-7a40-421d-b602-2bf12612ffc5"	"Plumbago aphylla Bojer ex Boiss."	1	4	25	"Herbe paille en queue, Lerb payanke"	"Plumbago aphylla "	"native"	""	""	" B4"
"Aldabra"	"d6cff490-d6f1-4cd5-a9d6-62b9dc4308c8"	"Ipomoea batatas (L.) Lam."	1	10	10						""
"Aldabra"	"d7ceab0e-7377-4929-a6f5-44304124dbd8"	"Trianthema portulacastrum L."	1	1	100	""	"Trianthema portulacastrum "	"native"	""	""	" B4"
"Aldabra"	"da5b95cc-caf5-4f06-84b8-0acd79ca7928"	"Apodytes dimidiata E.Mey. ex Arn."	4	11	36.4	"Bois marie, Bois none, Bwa nonn, Bwanonn, La fouche petit feuille"	"Apodytes dimidiata "	"native"	""	""	" B4"
"Aldabra"	"dd2762eb-6913-499f-b6b6-aa3aec35836a"	"Brexia madagascariensis (Lam.) Thouars ex Ker Gawl."	1	3	33.3	"Bois cateau, Bwa kato, Bwakato"	"Brexia madagascariensis "	"native"	"CR"	""	" A2an B4"
"Aldabra"	"de1dd003-d1c4-42af-93af-23781af3d0a9"	"Ipomoea violacea L."	1	36	2.8	"Batatran blanc, Convolve?, Patatran blan, Patatran blanc"	"Ipomoea violacea "	"native"	""	""	""
"Aldabra"	"e0d38dec-db83-4585-937f-714fc51f908c"	"Tribulus cistoides L."	1	11	9.1						""
"Aldabra"	"e185fbce-5c53-4cde-899d-d7845bf3932f"	"Stachytarpheta jamaicensis (L.) Vahl"	1	37	2.7						""
"Aldabra"	"e187cfdf-df12-4fba-acd3-59ea1da83332"	"Tephrosia pumila (Lam.) Pers. var. aldabrensis (J.R.Drumm. & Hemsl.) Brummitt"	1	4	25	"Indigo sauvage, Lendigo sovaz"	"Tephrosia pumila aldabrensis"	"native"	""	""	" B4"
"Aldabra"	"e2616dc9-e1e4-4a37-a6d3-6651674a7411"	"Suriana maritima L."	2	26	7.7	"Bois chevre, Bois d'amande, Bois matelot, Bwa matlo, Bwamatlo, Matelot, Matlo"	"Suriana maritima "	"native"	"LC"	"LC"	""
"Aldabra"	"e26d36ff-4f3e-4da9-8d30-ad2bf4f56cb4"	"Vigna marina (Burm.) Merr."	1	15	6.7	"Gro Pwa, Gropwa, Pois marron, Pwa maron, Pwamaron, Shore bean"	"Vigna marina "	"native"	""	"LC"	""
"Aldabra"	"e423c856-8f5b-4744-8681-05bb54c07726"	"Euphorbia mertonii Fosberg "	3	3	100	""	"Euphorbia mertonii "	"native"	""	""	" B4"
"Aldabra"	"e595b5d6-ad8a-437e-8bde-6f4607590859"	"Tarenna sechellensis (Baker) Summerh."	1	171	0.6	"Bois dur bleu, Bwa dir ble, Bwadir ble"	"Tarenna sechellensis "	"native"	"VU"	"VU"	""
"Aldabra"	"e63e4a71-2203-4d5e-9da4-9a0d3ee4b4aa"	"Premna serratifolia L."	3	154	1.9	"Bois siro, Bois sirop, Bois sureau, Bwa siro, Bwasiro"	"Premna serratifolia "	"native"	""	"LC"	""
"Aldabra"	"e7c3ba2a-4c26-4d26-8acc-95e43b998817"	"Sonneratia alba Sm."	1	13	7.7	"Manglier fleurs, Mangliye fler"	"Sonneratia alba "	"native"	"LC"	"LC"	""
"Aldabra"	"e857ecc8-8a81-4d97-af20-7ad18e4dd431"	"Sideroxylon inerme L. subsp. cryptophlebium (Baker) Hemsl."	1	4	25	"Bois de natte, Bois zak, Bwa zak, Bwazak"	"Sideroxylon inerme subsp. cryptophlebium"	"nativeEndemic"	""	""	" B4"
"Aldabra"	"e873ffc5-3548-40b2-8231-510ac3052f66"	"Azima tetracantha Lam."	1	7	14.3	""	"Azima tetracantha "	"native"	""	"LC"	""
"Aldabra"	"e8a89037-8fea-4b6b-bff1-4e78bca7242c"	"Aloe aldabrensis (Marais) L.E.Newton & G.D.Rowley"	1	3	33.3	"Zanana mouro"	"Aloe aldabrensis "	"native"	""	""	" B4"
"Aldabra"	"ea143f7e-8068-4e5b-aaa7-3de706b32464"	"Cordia subcordata Lam."	1	33	3	"Porcher, Porse"	"Cordia subcordata "	"native"	""	""	""
"Aldabra"	"ea924896-557e-4032-9a8e-b93db25f2e0d"	"Cymbopogon citratus (DC.) Stapf"	1	8	12.5						""
"Aldabra"	"eaaccac0-3201-4b4f-ab02-443eaae28948"	"Clitoria ternatea L."	1	4	25						" B4"
"Aldabra"	"ec24697b-8d34-4c57-a375-4391de655602"	"Stenotaphrum clavigerum Stapf"	1	2	50	""	"Stenotaphrum clavigerum "	"nativeEndemic"	""	""	" B4"
"Aldabra"	"ed109072-7817-4202-bf36-41aade2fa781"	"Kyllinga polyphylla Willd. ex Kunth"	1	20	5	""	"Kyllinga polyphylla "	"native"	""	""	""
"Aldabra"	"ee5d7aa2-8b06-44bf-adf2-5b3869f079db"	"Gagnebina microcephala (Renvoize) Villiers"	1	3	33.3	"Trèfle"	"Gagnebina microcephala "	"native"	""	""	" B4"
"Aldabra"	"efca0a19-1c83-4611-8c27-c9a264bf40fe"	"Cocos nucifera L."	1	298	0.3	"Coconut palm, Coconut tree, Cocotier, Koko, Kokotye, Pye koko"	"Cocos nucifera "	"native"	""	""	""
"Aldabra"	"f0ff0338-e1a3-4b02-a4d2-797bd0d3779d"	"Zea mays L."	1	6	16.7						""
"Aldabra"	"f2860775-2a39-4d34-9c25-5dd8808236bb"	"Pleurostelma cernuum (Decne.) Bullock"	3	5	60	"Liane caoutchouc"	"Pleurostelma cernuum "	"native"	""	""	" B4"
"Aldabra"	"f35255dc-2901-4f4f-b34c-bbc23b15347f"	"Maerua triphylla A.Rich."	3	7	42.9	"Bois trois feuilles, Bwatrwafey"	"Maerua triphylla "	"native"	""	"LC"	" B4"
"Aldabra"	"f3d09b0b-07bd-44f6-9932-bfd7e7b2421b"	"Ruellia monanthos (Nees) Bojer ex T.Anderson"	2	3	66.7	""	"Ruellia monanthos "	"native"	""	""	" B4"
"Aldabra"	"f40f9dd0-47d6-4ec4-8b93-e63eb55cba25"	"Colubrina asiatica (L.) Brongn."	1	31	3.2	"Bois savon, Bwa savon, Bwasavon, Lalyann savon, Latherleaf, Liane savon, Savonnier"	"Colubrina asiatica "	"native"	""	"LC"	""
"Aldabra"	"f425cbf8-263c-4acc-9abd-bcd2b678d7c7"	"Ludia mauritiana J.F.Gmel. var. mauritiana"	2	2	100	"Prunier marron"	"Ludia mauritiana var. mauritiana"	"native"	""	""	" B4"
"Aldabra"	"f50bfe21-8a7c-4f8d-a5ce-64bccbcc112e"	"Halophila minor (Zoll.) Hartog"	1	3	33.3	""	"Halophila minor "	"native"	"LC"	""	" B4"
"Aldabra"	"f7c5cab9-bcb4-41b2-bb6f-efbb9dc728f8"	"Canavalia rosea (Sw.) DC."	1	5	20	""	"Canavalia rosea "	"native"	""	"LC"	" B4"
"Aldabra"	"ff2bb7b7-fb58-4ce7-85cc-37982ac568b7"	"Asparagus aldabrensis M.Pignal & Phillipson"	1	3	33.3	"Asparagus, Asperge"	"Asparagus aldabrensis "	"nativeEndemic"	""	""	" B4"
"Aldabra"	"ffd3a4e0-cc4e-4b75-ba30-f7d1026e213f"	"Eragrostis subaequiglumis Renvoize"	1	18	5.6	""	"Eragrostis subaequiglumis "	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"00ee88e5-1341-4a50-a2e6-ec0cceff8aec"	"Pipturus argenteus (G.Forst.) Wedd."	1	4	25	"Bois cendré, Bois malgache batard, Bois savon"	"Pipturus argenteus "	"native"	""	"LC"	" B4"
"Anse Kerland-Midlands proposed Sustainable Use Area"	"01936ac4-38f5-485b-9f25-2e7a7696c2d0"	"Desmodium triflorum (L.) DC."	1	14	7.1						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"02bcad85-385a-49a1-b1b7-288b7b8ed5f5"	"Bambusa vulgaris Schrad. ex J.C.Wendl."	1	40	2.5						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"03e1ab73-f9bd-4975-8836-5444c6a1a069"	"Melia dubia Cav."	1	4	25						" B4"
"Anse Kerland-Midlands proposed Sustainable Use Area"	"04e113ea-3d54-44b0-99f5-fba82d72be28"	"Pterocarpus indicus Willd."	2	31	6.5						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"0570a022-cf82-45b0-9f0f-df6f5a438fc9"	"Capsicum frutescens L."	1	14	7.1						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"06cc657f-c1e8-493c-899e-2ec1ec8bce7f"	"Coffea canephora Pierre ex A.Froehner"	1	32	3.1						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"073f6905-18de-47ab-83a2-4db58e6b25ad"	"Euphorbia cyathophora Murray"	1	10	10						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"076f120c-4c3c-42e7-a552-13292fd0df7f"	"Allamanda cathartica L."	1	21	4.8						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"0850c4c9-07ea-47e0-a7c1-bfded88651e4"	"Didymoglossum beaverianum Senterre & Rouhan"	1	100	1	"Fouzer Kati"	"Didymoglossum beaverianum "	"nativeEndemic"	"LC"	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"0a3dfb83-fd51-4850-b1d6-f9043b14f81c"	"Verschaffeltia splendida H.Wendl."	4	184	2.2	"Latanier latte, Latannyen lat, Latte"	"Verschaffeltia splendida "	"nativeEndemicPaleo"	"NT"	"NT"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"0b342733-2aeb-4d76-b8b1-b8067c2b57d8"	"Hibiscus rosa-sinensis L."	1	30	3.3						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"0d035dea-3255-41ab-ae14-b0cb734b27de"	"Pellaea goudotii (Kze.) C.Chr."	1	4	25	""	"Pellaea goudotii "	"native"	"EX"	""	" B4"
"Anse Kerland-Midlands proposed Sustainable Use Area"	"0e01c9f0-d819-4824-8272-5e64556e8a51"	"Protarum sechellarum Engl."	1	86	1.2	"Arouroute de linde marron, Larourout dilenn maron"	"Protarum sechellarum "	"nativeEndemicPaleo"	"VU"	"VU"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"0ed7ef9c-11bb-4990-a85b-6bad315f14cc"	"Euphorbia prostrata Aiton"	1	24	4.2						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"0faf9568-4ec2-4856-beee-59f1ab05078d"	"Pandanus sechellarum Balf.f."	3	349	0.9	"Seychelles pandanus, Vacoa marron, Vakwa maron"	"Pandanus sechellarum "	"nativeEndemic"	"NT"	"NT"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"1169cf44-d16b-40ff-ae10-10d04320c679"	"Musa spp."	1	21	4.8						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"11ac7622-ce75-4f75-83c6-ee8c9d558db0"	"Sandoricum koetjape (Burm.f.) Merr."	2	351	0.6						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"11de1089-6fe9-4546-aab8-e5464d28a56d"	"Dicranopteris linearis (Burm.f.) Underw."	7	108	6.5	"Bracken fern, Fouzer koulev, Grif lyon"	"Dicranopteris linearis "	"native"	"LC"	"LC"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"130967df-82e9-4974-bb24-b6a9e13beb99"	"Monstera deliciosa Liebm."	1	4	25						" B4"
"Anse Kerland-Midlands proposed Sustainable Use Area"	"14f9309a-1fcb-41df-984c-9786a9f8cb86"	"Stenotaphrum micranthum (Desv.) C.E.Hubb."	1	19	5.3	"Herbe la seine"	"Stenotaphrum micranthum "	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"16d7664b-fadc-4686-aa4c-a505b9e83cf1"	"Albizia lebbeck (L.) Benth."	1	28	3.6						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"19442c44-d71f-4793-8fce-78036ec847f0"	"Phyllanthus pervilleanus (Baill.) Müll.Arg."	1	32	3.1	"Bois castique, Kastik, Kirganellie"	"Phyllanthus pervilleanus "	"native"	""	"LC"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"19a4a6be-aa22-4698-b789-52f3c5d7b1b2"	"Amorphophallus paeoniifolius (Dennst.) Nicolson"	1	6	16.7						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"19e4bd94-80c1-4d3a-84c9-4b93ee150eed"	"Cymodocea serrulata (R.Br.) Asch. & Magnus"	1	2	50	""	"Cymodocea serruIata "	"native"	"LC"	""	" B4"
"Anse Kerland-Midlands proposed Sustainable Use Area"	"1a8ed0fb-d745-47bb-9559-6edc2850aa22"	"Syzygium wrightii (Baker) A.J.Scott"	9	134	6.7	"Bois de pomme, Bwa ponm, Bwa-d-ponm, Bwaponm"	"Syzygium wrightii "	"nativeEndemic"	"VU"	"VU"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"1baaf534-0352-46a1-98c0-c98b8d85158f"	"Entada rheedei Spreng."	1	6	16.7	"Match box bean"	"Entada rheedei "	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"1c6e2bf3-caca-46d3-942a-3bd9b4ed43fc"	"Pisonia grandis R.Br."	1	19	5.3	"Bois mapou, Bwa mapou, Bwamapou, Mapou"	"Pisonia grandis "	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"1c79a4f7-3a0d-4f95-ba91-f5e5390599e7"	"Morinda citrifolia L."	4	99	4	"Bois tortue, Bwa torti, Bwatorti, Indian Mulberry, Indian mulberry tree"	"Morinda citrifolia "	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"1d120dff-0baf-44cf-893d-9cd6f78ec74e"	"Cassytha filiformis L."	5	33	15.2	"Dodder, Lalyann san fen, Lalyann sanfen, Liane sans fin"	"Cassytha filiformis "	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"1fcddc92-340b-4e37-841e-9a6672b26528"	"Acampe praemorsa (Roxb.) Blatt. & McCann"	1	2	50	"Fleur de putantil"	"Acampe praemorsa "	"native"	"CR"	""	" A2an B4"
"Anse Kerland-Midlands proposed Sustainable Use Area"	"1fe6f983-1029-4101-9e86-384ec0f28089"	"Pellaea doniana J.Sm. ex Hook."	1	49	2	""	"Pellaea doniana "	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"20201110112319"	"Potamogeton nodosus Poir. in Lam."	1	1	100	"Loddon Pondweed"	"Potamogeton nodosus "	"native"	"EX"	"LC"	" B4"
"Anse Kerland-Midlands proposed Sustainable Use Area"	"20210709140406"	"Distimake dissectus (Jacq.) A.R. Simões & Staples"	1	4	25						" B4"
"Anse Kerland-Midlands proposed Sustainable Use Area"	"20220516092810"	"Cynanchum viminale (L.) L. subsp. brunonianum (Wight & Arn.) Meve & Liede"	1	41	2.4	""	"Cynanchum viminale subsp. brunonianum"	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"20d7b1a4-245a-4d9c-8db2-4f37a691bb98"	"Trema orientalis (L.) Blume"	2	15	13.3	"Andarèze, Bois d'andrèze, Bois malgache, Bwa dandrez, Bwa malgas"	"Trema orientalis "	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"2183b2e0-3c2a-415d-9761-1662a43d1d3a"	"Agave sisalana Perrine ex Engelm."	1	17	5.9						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"24006bae-7f81-4576-9d6e-8ba2b37bcf0b"	"Pteris barklyae (Baker) Li Bing Zhang"	6	21	28.6	""	"Pteris barklyae "	"nativeEndemic"	"EN"	""	" A2an B4"
"Anse Kerland-Midlands proposed Sustainable Use Area"	"24a06328-34d8-4829-ba53-fcc95c4e61ac"	"Turnera ulmifolia L."	1	55	1.8						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"25354969-0e1a-45b0-93b0-0ecec3f35db5"	"Guettarda speciosa L."	1	29	3.4	"Beach gardenia, Bois cassant bord de mer, Bwa kasan bordmer, Bwa kasan bor-d-mer, Bwakasan bordmer"	"Guettarda speciosa "	"native"	"LC"	"LC"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"25f9732f-1e08-4b12-9177-2299ee61c6d5"	"Flacourtia indica (Burm.f.) Merr."	1	13	7.7	"Indian plum, Madagascar plum, Prune, Prune marron, Prunier"	"Flacourtia indica "	"native"	"LC"	"LC"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"26484ace-fe27-4fde-b60a-652f4bcb5131"	"Sporobolus tenuissimus (Mart. ex Schrank) Kuntze"	1	3	33.3						" B4"
"Anse Kerland-Midlands proposed Sustainable Use Area"	"2776f4f0-8f2b-4cf3-8e63-bc34cd2145e1"	"Drypetes riseleyi Airy Shaw"	1	37	2.7	"Bois mare petite feuille, Bwa mare pti fey, Bwamare pti fey"	"Drypetes riseleyi "	"nativeEndemic"	"CR"	"CR"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"2969646c-46d2-410f-83ff-8a5794d55bf9"	"Sida cordifolia L. subsp. cordifolia"	1	9	11.1	""	"Sida cordifolia subsp. cordifolia"	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"2aaa802b-5f55-447d-a350-93261c536ad2"	"Sansevieria trifasciata Prain"	2	21	9.5						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"2bb36c77-ae12-400f-a86d-93d2ad5a52c4"	"Abrus precatorius L. subsp. africanus Verdc."	1	62	1.6	"Lalyann reglis, Liane réglisse, Reglis, Réglisse"	"Abrus precatorius subsp. africanus"	"native"	""	""	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"2d19c836-bae7-4ae0-bb5c-411479dec55e"	"Tabebuia heterophylla (DC.) Britton"	14	592	2.4						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"2d65f7b9-f0eb-4e82-9219-7dc1dd345041"	"Memecylon elaeagni Blume"	13	448	2.9	"Bois calou, Bwa kalou, Bwakalou"	"Memecylon elaeagni "	"nativeEndemic"	"LC"	"LC"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"2e7c02ac-ac01-4f8c-a4ff-ba6a0b3955bf"	"Artocarpus heterophyllus Lam."	2	110	1.8						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"2fa4e64c-70fc-425e-a12d-61d0c28d59f8"	"Ficus lutea Vahl"	5	261	1.9	"Afouche grande feuille, Afouche rouge, La fouche grand feuille, Lafouche rouge, Lafous gran fey"	"Ficus lutea "	"native"	"LC"	"LC"	""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"2fc37df2-1cce-4be7-ae28-f462dfa07326"	"Peltophorum pterocarpum (DC.) Backer ex K.Heyne"	1	9	11.1						""
"Anse Kerland-Midlands proposed Sustainable Use Area"	"315faf00-672e-4910-ab28-4d662b3696eb"	"Lumnitzera racemosa Willd."	1	25	4	"Manglier à petite feuilles, Mangliye pti fey"	"Lumnitzera racemosa "	"native"	"LC"	"LC"	""
